Trump,Biden

78.41771327052524,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.60334604746998

78.01771327052523,135.4226317617557

77.81771327052523,135.4226317617557

77.81771327052523,135.4226317617557

77.81771327052523,134.9908135799375

77.81771327052523,134.9908135799375

77.81771327052523,134.9908135799375

77.31771327052523,134.9908135799375

77.11771327052523,134.9908135799375

77.31771327052523,134.9908135799375

77.31771327052523,134.9908135799375

77.31771327052523,134.55748024660417

77.31771327052523,135.35748024660418

77.31771327052523,135.35748024660418

77.41771327052523,135.35748024660418

77.41771327052523,136.1574802466042

77.41771327052523,136.1574802466042

77.41771327052523,136.0574802466042

77.41771327052523,135.6574802466042

77.41771327052523,134.94319453231847

77.41771327052523,134.94319453231847

77.41771327052523,135.50986119898513

77.41771327052523,135.50986119898513

76.96771327052522,135.50986119898513

76.96771327052522,135.23605167517562

76.96771327052522,135.23605167517562

76.96771327052522,135.37241531153924

76.96771327052522,135.37241531153924

76.96771327052522,135.67241531153925

76.96771327052522,135.67241531153925

76.96771327052522,135.67241531153925

76.96771327052522,135.79741531153925

76.96771327052522,135.79741531153925

76.81316781597977,135.79741531153925

76.69650114931311,135.79741531153925

0,0.25

0,0.95

0.1,0.95

0.1,0.95

931311,136.79741531153925

76.69650114931311,136.79741531153925

76.69650114931311,136.98491531153925

76.69650114931311,136.98491531153925

76.69650114931311,136.33491531153925

76.7965011493131,136.33491531153925

76.7965011493131,136.33491531153925

0.1,0.95

0.75,0.95

0.75,0.95

0.6416666666666666,0.95

0.475,0.95

0.8527777777777777,0.95

0.8527777777777777,0.1499999999999999

0.8527777777777777,0.2968749999999999

0.8527777777777777,0.7968749999999999

0.8527777777777777,0.7968749999999999

0.8527777777777777,0.996875

76.7965011493131,136.58491531153925

0.35277777777777775,0.996875

0.35277777777777775,0.996875

0.35277777777777775,0.996875

0.35277777777777775,1.5968749999999998

0.4527777777777777,1.5968749999999998

0.4527777777777777,1.5968749999999998

0.4527777777777777,1.6254464285714283

76.7965011493131,137.28491531153924

76.7965011493131,137.28491531153924


76.8965011493131,137.28491531153924

0.4527777777777777,1.6254464285714283

76.8965011493131,137.28491531153924

77.5465011493131,137.28491531153924

77.5465011493131,137.28491531153924

77.5465011493131,137.43179031153923

77.37983448264643,137.43179031153923

77.2715011493131,137.43179031153923

77.64927892709088,137.43179031153923

0.4527777777777777,2.0754464285714285

0.4527777777777777,2.0754464285714285

0.4527777777777777,1.5754464285714285

0.4527777777777777,2.3754464285714283

0.4527777777777777,2.267113095238095

77.64927892709088,136.63179031153922

77.64927892709088,137.13179031153922

77.64927892709088,137.13179031153922

0.920959595959596,2.267113095238095

77.64927892709088,137.3317903115392

0.920959595959596,2.267113095238095

77.14927892709088,137.3317903115392

0.920959595959596,2.267113095238095

0.8431818181818181,2.267113095238095

0.8431818181818181,1.767113095238095

77.14927892709088,137.3317903115392

0.6765151515151515,1.767113095238095

77.14927892709088,137.3317903115392

0.6765151515151515,1.9034767316017311

77.14927892709088,137.9317903115392

77.24927892709087,137.9317903115392

0.6765151515151515,1.9034767316017311

0.6765151515151515,1.9034767316017311

0.6765151515151515,1.2034767316017312

0.6765151515151515,1.2034767316017312

0.6765151515151515,0.4891910173160169

